what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488575362103
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1488575367343
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1488575367347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488575368101
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1488575369092
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1488575369099
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488575369104
opened,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1488575369852
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1488575370007
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1488575370015
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1488575373516
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1488575460472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488575463549
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1488575464066
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488575464074
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1488575464743
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1488575465303
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1488575468316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488575549074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488576016479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488576017995
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488576098272
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1488576100627
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1488576145371
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1488576145389
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1488576149239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488576154373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488576154976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488576155690
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488576220163
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488576226833
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488576247172
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488576251391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488576301240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488576305225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488576310359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488576388534
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488576643169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488576659575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488576720979
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488576731180
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488576814908
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1488576865207
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1488576866414
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1488576866699
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1488576867060
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1488576870077
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1488576872251
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1488576872914
